Zipcode,City,County,Region,Latitude,Longitude
95118,San Jose,Santa Clara,Bay Area,37.25549,-121.889477
95119,San Jose,Santa Clara,Bay Area,37.229764,-121.786374
95120,San Jose,Santa Clara,Bay Area,37.192676,-121.834112
95121,San Jose,Santa Clara,Bay Area,37.303173,-121.807734
95122,San Jose,Santa Clara,Bay Area,37.330525,-121.838229
95123,San Jose,Santa Clara,Bay Area,37.240714,-121.826883
95124,San Jose,Santa Clara,Bay Area,37.255446,-121.92535
95125,San Jose,Santa Clara,Bay Area,37.297218,-121.895102
95126,San Jose,Santa Clara,Bay Area,37.324144,-121.915012
95127,San Jose,Santa Clara,Bay Area,37.373842,-121.793157
95128,San Jose,Santa Clara,Bay Area,37.316213,-121.932536
95129,San Jose,Santa Clara,Bay Area,37.307495,-122.002234
95130,San Jose,Santa Clara,Bay Area,37.285156,-121.977821
95131,San Jose,Santa Clara,Bay Area,37.387448,-121.90226
95132,San Jose,Santa Clara,Bay Area,37.408981,-121.827897
95133,San Jose,Santa Clara,Bay Area,37.37164,-121.861195
95134,San Jose,Santa Clara,Bay Area,37.424813,-121.945999
95135,San Jose,Santa Clara,Bay Area,37.275824,-121.714637
95136,San Jose,Santa Clara,Bay Area,37.272482,-121.843473
95138,San Jose,Santa Clara,Bay Area,37.248212,-121.73568
95139,San Jose,Santa Clara,Bay Area,37.224722,-121.762976
95140,Mount Hamilton,Santa Clara,Bay Area,37.36817,-121.685279
95141,San Jose,Santa Clara,Bay Area,37.171731,-121.751504
95148,San Jose,Santa Clara,Bay Area,37.332803,-121.77142
95150,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95151,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95152,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95153,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95154,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95155,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95156,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95157,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95158,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95159,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95160,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95161,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95164,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95170,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95172,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95173,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95190,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95191,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95192,San Jose,Santa Clara,Bay Area,37.335939,-121.88175
95193,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95194,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95196,San Jose,Santa Clara,Bay Area,37.3353,-121.8938
95201,Stockton,San Joaquin,Central Valley,37.9578,-121.2897
95202,Stockton,San Joaquin,Central Valley,37.959926,-121.287709
95203,Stockton,San Joaquin,Central Valley,37.953597,-121.328221
95204,Stockton,San Joaquin,Central Valley,37.974448,-121.325159
95205,Stockton,San Joaquin,Central Valley,37.96183,-121.260795
95206,Stockton,San Joaquin,Central Valley,37.944718,-121.402842
95207,Stockton,San Joaquin,Central Valley,38.000256,-121.324666
95208,Stockton,San Joaquin,Central Valley,37.8335,-121.2165
95209,Stockton,San Joaquin,Central Valley,38.046747,-121.349437
95210,Stockton,San Joaquin,Central Valley,38.025278,-121.305386
95211,Stockton,San Joaquin,Central Valley,37.979797,-121.312666
95212,Stockton,San Joaquin,Central Valley,38.037508,-121.223506
95213,Stockton,San Joaquin,Central Valley,37.9904,-121.2874
95215,Stockton,San Joaquin,Central Valley,37.960718,-121.128971
95219,Stockton,San Joaquin,Central Valley,38.02907,-121.455145
95220,Acampo,San Joaquin,Central Valley,38.19398,-121.198856
95221,Altaville,Calaveras,Central Sierra,38.075742,-120.552421
95222,Angels Camp,Calaveras,Central Sierra,38.043599,-120.580002
95223,Arnold,Calaveras,Central Sierra,38.370797,-120.161415
95224,Avery,Calaveras,Central Sierra,38.223555,-120.334731
95225,Burson,Calaveras,Central Sierra,38.184016,-120.897454
95226,Campo Seco,Calaveras,Central Sierra,38.23663,-120.861838
95227,Clements,San Joaquin,Central Valley,38.224277,-121.039503
95228,Copperopolis,Calaveras,Central Sierra,37.933404,-120.693497
95229,Douglas Flat,Calaveras,Central Sierra,38.1147,-120.4537
95230,Farmington,San Joaquin,Central Valley,37.965556,-120.843453
95231,French Camp,San Joaquin,Central Valley,37.881708,-121.29109
95232,Glencoe,Calaveras,Central Sierra,38.356464,-120.58496
95233,Hathaway Pines,Calaveras,Central Sierra,38.186076,-120.365141
95234,Holt,San Joaquin,Central Valley,37.9344,-121.4264
95236,Linden,San Joaquin,Central Valley,38.067469,-121.029666
95237,Lockeford,San Joaquin,Central Valley,38.16708,-121.136629
95240,Lodi,San Joaquin,Central Valley,38.125442,-121.149877
95241,Lodi,San Joaquin,Central Valley,38.1304,-121.2716
95242,Lodi,San Joaquin,Central Valley,38.147096,-121.431446
95245,Mokelumne Hill,Calaveras,Central Sierra,38.318496,-120.527071
95246,Mountain Ranch,Calaveras,Central Sierra,38.223338,-120.521164
95247,Murphys,Calaveras,Central Sierra,38.099378,-120.463625
95248,Rail Road Flat,Calaveras,Central Sierra,38.3408,-120.5162
95249,San Andreas,Calaveras,Central Sierra,38.194374,-120.580566
95250,Sheep Ranch,Calaveras,Central Sierra,38.245924,-120.403009
95251,Vallecito,Calaveras,Central Sierra,38.101862,-120.46942
95252,Valley Springs,Calaveras,Central Sierra,38.163789,-120.830425
95253,Victor,San Joaquin,Central Valley,38.1384,-121.2053
95254,Wallace,Calaveras,Central Sierra,38.191273,-120.95693
95255,West Point,Calaveras,Central Sierra,38.434656,-120.377066
95257,Wilseyville,Calaveras,Central Sierra,38.379026,-120.442454
95258,Woodbridge,San Joaquin,Central Valley,38.169055,-121.312919
95267,Stockton,San Joaquin,Central Valley,37.9578,-121.2899
95269,Stockton,San Joaquin,Central Valley,37.9578,-121.2899
95296,Stockton,San Joaquin,Central Valley,37.9578,-121.2899
95297,Stockton,San Joaquin,Central Valley,37.9578,-121.2899
95301,Atwater,Merced,Central Valley,37.29314,-120.645957
95303,Ballico,Merced,Central Valley,37.465794,-120.676446
95304,Tracy,San Joaquin,Central Valley,37.675708,-121.398946
95305,Big Oak Flat,Tuolumne,Central Sierra,37.820921,-120.259157
95306,Catheys Valley,Mariposa,Central Sierra,37.401966,-120.150425
95307,Ceres,Stanislaus,Central Valley,37.55659,-120.964058
95309,Chinese Camp,Tuolumne,Central Sierra,37.856684,-120.401441
95310,Columbia,Tuolumne,Central Sierra,38.051089,-120.396989
95311,Coulterville,Mariposa,Central Sierra,37.698238,-120.104693
95312,Cressey,Merced,Central Valley,37.420142,-120.665231
95313,Crows Landing,Stanislaus,Central Valley,37.427302,-121.031044
95314,Dardanelle,Tuolumne,Central Sierra,38.3413,-119.8325
95315,Delhi,Merced,Central Valley,37.425552,-120.762651
95316,Denair,Stanislaus,Central Valley,37.553811,-120.677645
95317,El Nido,Merced,Central Valley,37.129644,-120.520604
95318,El Portal,Mariposa,Central Sierra,37.671532,-119.86481
95319,Empire,Stanislaus,Central Valley,37.6414,-120.9067
95320,Escalon,San Joaquin,Central Valley,37.815562,-121.033258
95321,Groveland,Tuolumne,Central Sierra,37.861699,-119.914598
95322,Gustine,Merced,Central Valley,37.196524,-120.957966
95323,Hickman,Stanislaus,Central Valley,37.604422,-120.641009
95324,Hilmar,Merced,Central Valley,37.396994,-120.895144
95325,Hornitos,Mariposa,Central Sierra,37.452356,-120.265176
95326,Hughson,Stanislaus,Central Valley,37.593466,-120.847062
95327,Jamestown,Tuolumne,Central Sierra,37.878546,-120.490311
95328,Keyes,Stanislaus,Central Valley,37.557464,-120.913645
95329,La Grange,Stanislaus,Central Sierra,37.687243,-120.406068
95330,Lathrop,San Joaquin,Central Valley,37.811927,-121.321915
95333,Le Grand,Merced,Central Valley,37.283745,-120.206499
95334,Livingston,Merced,Central Valley,37.365197,-120.748866
95335,Long Barn,Tuolumne,Central Sierra,38.196691,-119.979341
95336,Manteca,San Joaquin,Central Valley,37.83236,-121.187128
95337,Manteca,San Joaquin,Central Valley,37.739595,-121.243541
95338,Mariposa,Mariposa,Central Sierra,37.510832,-119.980478
95340,Merced,Merced,Central Valley,37.375415,-120.380194
95341,Merced,Merced,Central Valley,37.24531,-120.488822
95343,Merced,Merced,Central Valley,37.3022,-120.4816
95344,Merced,Merced,Central Valley,37.3022,-120.4816
95345,Midpines,Mariposa,Central Sierra,37.586344,-119.982788
95346,Mi Wuk Village,Tuolumne,Central Sierra,38.028865,-120.149404
95347,Moccasin,Tuolumne,Central Sierra,37.8106,-120.2988
95348,Merced,Merced,Central Valley,37.364502,-120.521614
95350,Modesto,Stanislaus,Central Valley,37.667655,-121.014765
95351,Modesto,Stanislaus,Central Valley,37.634944,-120.984909
95352,Modesto,Stanislaus,Central Valley,37.6395,-120.9956
95353,Modesto,Stanislaus,Central Valley,37.6395,-120.9956
95354,Modesto,Stanislaus,Central Valley,37.637378,-120.970083
95355,Modesto,Stanislaus,Central Valley,37.672154,-120.943096
95356,Modesto,Stanislaus,Central Valley,37.721914,-121.04368
95357,Modesto,Stanislaus,Central Valley,37.674075,-120.892979
95358,Modesto,Stanislaus,Central Valley,37.611695,-121.108803
95360,Newman,Stanislaus,Central Valley,37.280938,-121.211508
95361,Oakdale,Stanislaus,Central Valley,37.777081,-120.760866
95363,Patterson,Stanislaus,Central Valley,37.509275,-121.250104
95364,Pinecrest,Tuolumne,Central Sierra,38.343472,-119.918361
95365,Planada,Merced,Central Valley,37.330131,-120.301728
95366,Ripon,San Joaquin,Central Valley,37.75729,-121.121905
95367,Riverbank,Stanislaus,Central Valley,37.732714,-120.947489
95368,Salida,Stanislaus,Central Valley,37.71665,-121.089633
95369,Snelling,Merced,Central Valley,37.534812,-120.412067
95370,Sonora,Tuolumne,Central Sierra,37.98387,-120.389676
95372,Soulsbyville,Tuolumne,Central Sierra,37.995986,-120.260239
95373,Standard,Tuolumne,Central Sierra,37.9844,-120.3814
95374,Stevinson,Merced,Central Valley,37.330485,-120.890864
95375,Strawberry,Tuolumne,Central Sierra,38.2072,-119.9974
95376,Tracy,San Joaquin,Central Valley,37.653296,-121.459717
95377,Tracy,San Joaquin,Central Valley,37.617928,-121.46118
95378,Tracy,San Joaquin,Central Valley,37.7398,-121.4243
95379,Tuolumne,Tuolumne,Central Sierra,37.94721,-120.21581
95380,Turlock,Stanislaus,Central Valley,37.477871,-120.860749
95381,Turlock,Stanislaus,Central Valley,37.4948,-120.8459
95382,Turlock,Stanislaus,Central Valley,37.527435,-120.843844
95383,Twain Harte,Tuolumne,Central Sierra,38.048368,-120.208711
95385,Vernalis,San Joaquin,Central Valley,37.63,-121.249776
95386,Waterford,Stanislaus,Central Valley,37.688133,-120.65647
95387,Westley,Stanislaus,Central Valley,37.539532,-121.289166
95388,Winton,Merced,Central Valley,37.429506,-120.553673
95389,Yosemite National Park,Mariposa,Central Sierra,37.74796,-119.523649
95391,Tracy,San Joaquin,Central Valley,37.759412,-121.59902
95397,Modesto,Stanislaus,Central Valley,37.6392,-120.9958
95401,Santa Rosa,Sonoma,Bay Area,38.453382,-122.781362
95402,Santa Rosa,Sonoma,Bay Area,38.4408,-122.7156
95403,Santa Rosa,Sonoma,Bay Area,38.502811,-122.753536
95404,Santa Rosa,Sonoma,Bay Area,38.452546,-122.640334
95405,Santa Rosa,Sonoma,Bay Area,38.438724,-122.674988
95406,Santa Rosa,Sonoma,Bay Area,38.4408,-122.7136
95407,Santa Rosa,Sonoma,Bay Area,38.391664,-122.751124
95409,Santa Rosa,Sonoma,Bay Area,38.45884,-122.606721
95410,Albion,Mendocino,Upstate California,39.208008,-123.680006
95412,Annapolis,Sonoma,Bay Area,38.70171,-123.352096
95415,Boonville,Mendocino,Upstate California,39.015094,-123.384212
95416,Boyes Hot Springs,Sonoma,Bay Area,38.3176,-122.485
95417,Branscomb,Mendocino,Upstate California,39.662061,-123.631827
95418,Calpella,Mendocino,Upstate California,39.2346,-123.2031
95419,Camp Meeker,Sonoma,Bay Area,38.423457,-122.956923
95420,Caspar,Mendocino,Upstate California,39.361778,-123.781274
95421,Cazadero,Sonoma,Bay Area,38.630798,-123.250082
95422,Clearlake,Lake,Upstate California,38.9726,-122.540517
95423,Clearlake Oaks,Lake,Upstate California,39.136454,-122.6329
95424,Clearlake Park,Lake,Upstate California,38.970393,-122.665566
95425,Cloverdale,Sonoma,Bay Area,38.778786,-123.04363
95426,Cobb,Lake,Upstate California,38.833133,-122.71384
95427,Comptche,Mendocino,Upstate California,39.276736,-123.576295
95428,Covelo,Mendocino,Upstate California,39.74068,-123.1797
95429,Dos Rios,Mendocino,Upstate California,39.703553,-123.363204
95430,Duncans Mills,Sonoma,Bay Area,38.450751,-123.055742
95431,Eldridge,Sonoma,Bay Area,38.348559,-122.515792
95432,Elk,Mendocino,Upstate California,39.143651,-123.669394
95433,El Verano,Sonoma,Bay Area,38.2987,-122.4938
95435,Finley,Lake,Upstate California,39.0027,-122.8746
95436,Forestville,Sonoma,Bay Area,38.49652,-122.903903
95437,Fort Bragg,Mendocino,Upstate California,39.48602,-123.693637
95439,Fulton,Sonoma,Bay Area,38.495168,-122.777818
95441,Geyserville,Sonoma,Bay Area,38.747328,-122.883332
95442,Glen Ellen,Sonoma,Bay Area,38.37612,-122.51655
95443,Glenhaven,Lake,Upstate California,39.029858,-122.737042
95444,Graton,Sonoma,Bay Area,38.43053,-122.862309
95445,Gualala,Mendocino,Upstate California,38.836954,-123.445663
95446,Guerneville,Sonoma,Bay Area,38.51898,-123.007902
95448,Healdsburg,Sonoma,Bay Area,38.630114,-122.865664
95449,Hopland,Mendocino,Upstate California,38.945732,-123.074592
95450,Jenner,Sonoma,Bay Area,38.495072,-123.174129
95451,Kelseyville,Lake,Upstate California,38.943074,-122.791482
95452,Kenwood,Sonoma,Bay Area,38.428506,-122.535671
95453,Lakeport,Lake,Upstate California,39.045837,-122.966212
95454,Laytonville,Mendocino,Upstate California,39.747649,-123.482074
95456,Little River,Mendocino,Upstate California,39.263503,-123.737796
95457,Lower Lake,Lake,Upstate California,38.878292,-122.557231
95458,Lucerne,Lake,Upstate California,39.065564,-122.787559
95459,Manchester,Mendocino,Upstate California,39.023336,-123.606673
95460,Mendocino,Mendocino,Upstate California,39.318437,-123.70796
95461,Middletown,Lake,Upstate California,38.788978,-122.591177
95462,Monte Rio,Sonoma,Bay Area,38.465888,-123.021455
95463,Navarro,Mendocino,Upstate California,39.187927,-123.546868
95464,Nice,Lake,Upstate California,39.100653,-122.837616
95465,Occidental,Sonoma,Bay Area,38.404332,-123.020779
95466,Philo,Mendocino,Upstate California,39.085907,-123.548386
95467,Hidden Valley Lake,Lake,Upstate California,38.792546,-122.534984
95468,Point Arena,Mendocino,Upstate California,38.91046,-123.544546
95469,Potter Valley,Mendocino,Upstate California,39.383233,-123.068219
95470,Redwood Valley,Mendocino,Upstate California,39.280052,-123.322164
95471,Rio Nido,Sonoma,Bay Area,38.523816,-122.978615
95472,Sebastopol,Sonoma,Bay Area,38.401691,-122.87424
95473,Sebastopol,Sonoma,Bay Area,38.4024,-122.8225
95476,Sonoma,Sonoma,Bay Area,38.245511,-122.462108
95480,Stewarts Point,Sonoma,Bay Area,38.697084,-123.357458
95481,Talmage,Mendocino,Upstate California,39.130998,-123.1629
95482,Ukiah,Mendocino,Upstate California,39.131039,-123.244058
95485,Upper Lake,Lake,Upstate California,39.215998,-122.920326
95486,Villa Grande,Sonoma,Bay Area,38.4656,-123.0353
95487,Vineburg,Sonoma,Bay Area,38.2699,-122.4419
95488,Westport,Mendocino,Upstate California,39.688571,-123.721297
95490,Willits,Mendocino,Upstate California,39.487969,-123.358414
95492,Windsor,Sonoma,Bay Area,38.54388,-122.810608
95493,Witter Springs,Lake,Upstate California,39.189339,-122.974075
95494,Yorkville,Mendocino,Upstate California,38.93089,-123.300184
95497,The Sea Ranch,Sonoma,Bay Area,38.728295,-123.474098
95501,Eureka,Humboldt,Upstate California,40.799466,-124.1527
95502,Eureka,Humboldt,Upstate California,40.814702,-124.080428
95503,Eureka,Humboldt,Upstate California,40.721386,-124.09941
95511,Alderpoint,Humboldt,Upstate California,40.172812,-123.627099
95514,Blocksburg,Humboldt,Upstate California,40.292948,-123.643163
95518,Arcata,Humboldt,Upstate California,40.8668,-124.083
95519,Mckinleyville,Humboldt,Upstate California,40.957484,-124.030581
95521,Arcata,Humboldt,Upstate California,40.839561,-124.038436
95524,Bayside,Humboldt,Upstate California,40.8151,-124.032775
95525,Blue Lake,Humboldt,Upstate California,40.926246,-123.858349
95526,Bridgeville,Humboldt,Upstate California,40.411426,-123.617776
95527,Burnt Ranch,Trinity,Upstate California,40.786087,-123.414854
95528,Carlotta,Humboldt,Upstate California,40.478584,-123.938371
95531,Crescent City,Del Norte,Upstate California,41.788207,-123.999798
95532,Crescent City,Del Norte,Upstate California,41.7563,-124.2009
95534,Cutten,Humboldt,Upstate California,40.7635,-124.1451
95536,Ferndale,Humboldt,Upstate California,40.479848,-124.229739
95537,Fields Landing,Humboldt,Upstate California,40.729148,-124.216676
95538,Fort Dick,Del Norte,Upstate California,41.8677,-124.1488
95540,Fortuna,Humboldt,Upstate California,40.585522,-124.131187
95542,Garberville,Humboldt,Upstate California,40.131496,-123.896654
95543,Gasquet,Del Norte,Upstate California,41.901238,-123.815536
95545,Honeydew,Humboldt,Upstate California,40.310759,-124.091007
95546,Hoopa,Humboldt,Upstate California,41.228708,-123.753834
95547,Hydesville,Humboldt,Upstate California,40.550563,-124.086217
95548,Klamath,Del Norte,Upstate California,41.611701,-124.036216
95549,Kneeland,Humboldt,Upstate California,40.655909,-123.891158
95550,Korbel,Humboldt,Upstate California,40.737347,-123.798566
95551,Loleta,Humboldt,Upstate California,40.68585,-124.251
95552,Mad River,Trinity,Upstate California,40.33383,-123.390892
95553,Miranda,Humboldt,Upstate California,40.217632,-123.865505
95554,Myers Flat,Humboldt,Upstate California,40.264388,-123.892004
95555,Orick,Humboldt,Upstate California,41.3645,-124.012863
95556,Orleans,Humboldt,Upstate California,41.272236,-123.559686
95558,Petrolia,Humboldt,Upstate California,40.28681,-124.208755
95559,Phillipsville,Humboldt,Upstate California,40.18814,-123.751895
95560,Redway,Humboldt,Upstate California,40.127109,-123.876829
95562,Rio Dell,Humboldt,Upstate California,40.480542,-124.145454
95563,Salyer,Trinity,Upstate California,40.830617,-123.588459
95564,Samoa,Humboldt,Upstate California,40.793912,-124.203023
95565,Scotia,Humboldt,Upstate California,40.448628,-124.013587
95567,Smith River,Del Norte,Upstate California,41.936338,-124.128562
95568,Somes Bar,Siskiyou,Upstate California,41.61334,-123.361608
95569,Redcrest,Humboldt,Upstate California,40.346488,-123.874482
95570,Trinidad,Humboldt,Upstate California,41.132387,-124.047723
95571,Weott,Humboldt,Upstate California,40.307348,-123.903526
95573,Willow Creek,Humboldt,Upstate California,40.962011,-123.642928
95585,Leggett,Mendocino,Upstate California,39.832994,-123.693574
95587,Piercy,Mendocino,Upstate California,39.916534,-123.708228
95589,Whitethorn,Humboldt,Upstate California,40.002553,-124.007093
95595,Zenia,Trinity,Upstate California,40.20318,-123.383558
95601,Amador City,Amador,Central Sierra,38.430698,-120.838638
95602,Auburn,Placer,Sacramento,38.986902,-121.120194
95603,Auburn,Placer,Sacramento,38.919999,-121.074776
95604,Auburn,Placer,Sacramento,39.2432,-120.0714
95605,West Sacramento,Yolo,Sacramento,38.59252,-121.542299
95606,Brooks,Yolo,Sacramento,38.800894,-122.252446
95607,Capay,Yolo,Sacramento,38.71053,-122.115569
95608,Carmichael,Sacramento,Sacramento,38.62315,-121.328098
95609,Carmichael,Sacramento,Sacramento,38.6173,-121.3275
95610,Citrus Heights,Sacramento,Sacramento,38.692609,-121.267626
95611,Citrus Heights,Sacramento,Sacramento,38.7072,-121.28
95612,Clarksburg,Yolo,Sacramento,38.408352,-121.577166
95613,Coloma,El Dorado,Sacramento,38.796262,-120.884177
95614,Cool,El Dorado,Sacramento,38.883283,-120.988196
95615,Courtland,Sacramento,Sacramento,38.307161,-121.551749
95616,Davis,Yolo,Sacramento,38.562963,-121.81601
95617,Davis,Yolo,Sacramento,38.5452,-121.7397
95618,Davis,Yolo,Sacramento,38.551484,-121.66029
95619,Diamond Springs,El Dorado,Sacramento,38.677496,-120.80906
95620,Dixon,Solano,Bay Area,38.395507,-121.817449
95621,Citrus Heights,Sacramento,Sacramento,38.693223,-121.312214
95623,El Dorado,El Dorado,Sacramento,38.609249,-120.848287
95624,Elk Grove,Sacramento,Sacramento,38.443012,-121.299269
95625,Elmira,Solano,Bay Area,38.34906,-121.903548
95626,Elverta,Sacramento,Sacramento,38.740202,-121.459544
95627,Esparto,Yolo,Sacramento,38.73239,-122.017728
95628,Fair Oaks,Sacramento,Sacramento,38.64957,-121.254058
95629,Fiddletown,Amador,Central Sierra,38.521466,-120.647003
95630,Folsom,Sacramento,Sacramento,38.664532,-121.145
95631,Foresthill,Placer,Sacramento,39.068278,-120.64862
95632,Galt,Sacramento,Sacramento,38.273407,-121.224374
95633,Garden Valley,El Dorado,Sacramento,38.853496,-120.830558
95634,Georgetown,El Dorado,Sacramento,38.917075,-120.670258
95635,Greenwood,El Dorado,Sacramento,38.918432,-120.903777
95636,Grizzly Flats,El Dorado,Sacramento,38.667086,-120.50419
95637,Guinda,Yolo,Sacramento,38.846267,-122.201505
95638,Herald,Sacramento,Sacramento,38.343778,-121.138638
95639,Hood,Sacramento,Sacramento,38.372064,-121.507152
95640,Ione,Amador,Central Sierra,38.343656,-120.923324
95641,Isleton,Sacramento,Sacramento,38.164247,-121.597474
95642,Jackson,Amador,Central Sierra,38.33367,-120.751344
95644,Kit Carson,Amador,Central Sierra,38.5324,-120.2872
95645,Knights Landing,Yolo,Upstate California,38.841753,-121.764116
95646,Kirkwood,Alpine,Central Sierra,38.632659,-119.998681
95648,Lincoln,Placer,Sacramento,38.931475,-121.323351
95650,Loomis,Placer,Sacramento,38.815286,-121.167418
95651,Lotus,El Dorado,Sacramento,38.829662,-120.929718
95652,Mcclellan,Sacramento,Sacramento,38.664556,-121.403704
95653,Madison,Yolo,Sacramento,38.688646,-121.9821
95654,Martell,Amador,Central Sierra,38.3488,-120.7733
95655,Mather,Sacramento,Sacramento,38.552332,-121.288627
95656,Mount Aukum,El Dorado,Sacramento,38.5503,-120.7307
95658,Newcastle,Placer,Sacramento,38.874453,-121.152408
95659,Nicolaus,Sutter,Upstate California,38.852065,-121.564224
95660,North Highlands,Sacramento,Sacramento,38.669679,-121.381308
95661,Roseville,Placer,Sacramento,38.743875,-121.258704
95662,Orangevale,Sacramento,Sacramento,38.684442,-121.225163
95663,Penryn,Placer,Sacramento,38.853399,-121.180347
95664,Pilot Hill,El Dorado,Sacramento,38.793544,-121.045828
95665,Pine Grove,Amador,Central Sierra,38.393028,-120.658807
95666,Pioneer,Amador,Central Sierra,38.562724,-120.34895
95667,Placerville,El Dorado,Sacramento,38.750626,-120.788516
95668,Pleasant Grove,Sutter,Upstate California,38.838274,-121.500258
95669,Plymouth,Amador,Central Sierra,38.482402,-120.882535
95670,Rancho Cordova,Sacramento,Sacramento,38.60476,-121.269191
95671,Represa,Sacramento,Sacramento,38.6734,-121.1498
95672,Rescue,El Dorado,Sacramento,38.728671,-120.993404
95673,Rio Linda,Sacramento,Sacramento,38.688777,-121.456792
95674,Rio Oso,Sutter,Upstate California,38.951228,-121.50003
95675,River Pines,Amador,Central Sierra,38.544648,-120.742725
95676,Robbins,Sutter,Upstate California,38.93447,-121.707401
95677,Rocklin,Placer,Sacramento,38.796035,-121.235214
95678,Roseville,Placer,Sacramento,38.763448,-121.279723
95679,Rumsey,Yolo,Sacramento,38.880523,-122.329334
95680,Ryde,Sacramento,Sacramento,38.2388,-121.5594
95681,Sheridan,Placer,Sacramento,39.00435,-121.353513
95682,Shingle Springs,El Dorado,Sacramento,38.616424,-120.973156
95683,Sloughhouse,Sacramento,Sacramento,38.514224,-121.125248
95684,Somerset,El Dorado,Sacramento,38.597874,-120.534826
95685,Sutter Creek,Amador,Central Sierra,38.433738,-120.782084
95686,Thornton,San Joaquin,Central Valley,38.188316,-121.487917
95687,Vacaville,Solano,Bay Area,38.350466,-121.919628
95688,Vacaville,Solano,Bay Area,38.415742,-122.010393
95689,Volcano,Amador,Central Sierra,38.470405,-120.608306
95690,Walnut Grove,Sacramento,Sacramento,38.233596,-121.548819
95691,West Sacramento,Yolo,Sacramento,38.62953,-121.586344
95692,Wheatland,Yuba,Upstate California,39.051042,-121.397656
95693,Wilton,Sacramento,Sacramento,38.398772,-121.254699
95694,Winters,Yolo,Sacramento,38.577279,-122.01084
95695,Woodland,Yolo,Sacramento,38.691881,-121.861588
95696,Vacaville,Solano,Bay Area,38.3559,-121.9884
95697,Yolo,Yolo,Sacramento,38.7353,-121.7883
95698,Zamora,Yolo,Sacramento,38.816608,-121.919729
95699,Drytown,Amador,Central Sierra,38.4516,-120.8629
95701,Alta,Placer,Sacramento,39.247589,-120.747636
95703,Applegate,Placer,Sacramento,38.989185,-120.993062
95709,Camino,El Dorado,Sacramento,38.749471,-120.671398
95712,Chicago Park,Nevada,Sacramento,39.1737,-120.932
95713,Colfax,Placer,Sacramento,39.085614,-120.913339
95714,Dutch Flat,Placer,Sacramento,39.194757,-120.83053
95715,Emigrant Gap,Placer,Sacramento,39.246991,-120.645382
95717,Gold Run,Placer,Sacramento,39.158464,-120.846554
95720,Kyburz,El Dorado,Sacramento,38.786928,-120.224934
95721,Echo Lake,El Dorado,Sacramento,38.819647,-120.088683
95722,Meadow Vista,Placer,Sacramento,39.002005,-121.037146
95724,Norden,Nevada,Sacramento,39.24884,-120.443668
95726,Pollock Pines,El Dorado,Sacramento,38.78718,-120.501888
95728,Soda Springs,Nevada,Sacramento,39.417438,-120.469796
95735,Twin Bridges,El Dorado,Sacramento,38.807585,-120.12826
95736,Weimar,Placer,Sacramento,39.009734,-120.978404
95741,Rancho Cordova,Sacramento,Sacramento,38.5895,-121.3018
95742,Rancho Cordova,Sacramento,Sacramento,38.581896,-121.2067
95746,Granite Bay,Placer,Sacramento,38.754388,-121.170859
95747,Roseville,Placer,Sacramento,38.784542,-121.373449
95757,Elk Grove,Sacramento,Sacramento,38.341726,-121.433934
95758,Elk Grove,Sacramento,Sacramento,38.43268,-121.439432
95759,Elk Grove,Sacramento,Sacramento,38.4086,-121.3706
95762,El Dorado Hills,El Dorado,Sacramento,38.682678,-121.075501
95763,Folsom,Sacramento,Sacramento,38.6783,-121.1753
95765,Rocklin,Placer,Sacramento,38.817886,-121.276169
95776,Woodland,Yolo,Sacramento,38.684834,-121.68239
95798,West Sacramento,Yolo,Sacramento,38.5809,-121.5295
95799,West Sacramento,Yolo,Sacramento,38.5809,-121.5295
95811,Sacramento,Sacramento,Sacramento,38.583952,-121.491028
95812,Sacramento,Sacramento,Sacramento,38.5817,-121.4934
95813,Sacramento,Sacramento,Sacramento,38.5817,-121.4934
95814,Sacramento,Sacramento,Sacramento,38.581667,-121.495908
95815,Sacramento,Sacramento,Sacramento,38.6057,-121.445876
95816,Sacramento,Sacramento,Sacramento,38.57586,-121.464416
95817,Sacramento,Sacramento,Sacramento,38.551659,-121.450744
95818,Sacramento,Sacramento,Sacramento,38.557106,-121.49749
95819,Sacramento,Sacramento,Sacramento,38.570932,-121.435773
95820,Sacramento,Sacramento,Sacramento,38.538246,-121.446682
